Review,Sentiment,Cleaned_Review,Tokenized_Review
Điện vậy mà ko có chức năng quét NFC thật là ngu ngốc. Hôi hận khi mua, ,điện vậy mà ko có chức năng quét nfc thật là ngu ngốc hôi hận khi mua,điện vậy_mà ko có chức_năng quét nfc thật là ngu_ngốc hôi hận khi mua
Lúc mua thì bảo lỗi 1 doi 1 tới lúc may lỗi thì đi tham định 10 ngày chưa xong. Mua thì nhanh còn đoi thì rất lâu cũng k biết có đổi dc k 15pro max xài chua dc 30 ngày máy thì nóng muốn nổ tung., ,lúc mua thì bảo lỗi 1 doi 1 tới lúc may lỗi thì đi tham định 10 ngày chưa xong mua thì nhanh còn đoi thì rất lâu cũng k biết có đổi dc k 15pro max xài chua dc 30 ngày máy thì nóng muốn nổ tung,lúc mua thì bảo lỗi 1 doi 1 tới lúc may lỗi thì đi tham định 10 ngày chưa xong mua thì nhanh còn đoi thì rất lâu cũng k biết có đổi dc k 15pro max xài chua dc 30 ngày máy thì nóng muốn nổ tung
E có mua 1 con ip11 hàg đã qua sử pin 100% từ ngày 26/11/2022 tới hôm nay là ngày 26/3/2023 mới 4 thág pin đã tuột 8% tuột liên tục còn bảo hành Apple tới ngày 4/10/2023, ,e có mua 1 con ip11 hàg đã qua sử pin 100 từ ngày 26112022 tới hôm nay là ngày 2632023 mới 4 thág pin đã tuột 8 tuột liên tục còn bảo hành apple tới ngày 4102023,e có mua 1 con ip11 hàg đã qua sử pin 100 từ ngày 26112022 tới hôm_nay là ngày 2632023 mới 4 thág pin đã tuột 8 tuột liên_tục còn bảo_hành apple tới ngày 4102023
Dùng chưa được 30 ngày sạc có 27 lần mà pin còn 99% lại còn lỗi reset counter và panic full nữa, ,dùng chưa được 30 ngày sạc có 27 lần mà pin còn 99 lại còn lỗi reset counter và panic full nữa,dùng chưa được 30 ngày sạc có 27 lần mà pin còn 99 lại còn lỗi reset counter và panic full nữa
Máy chạy chậm. Chơi game hay bị lag, ,máy chạy chậm chơi game hay bị lag,máy chạy chậm chơi game hay bị lag
Hiện tại máy em đang gặp tình trạng sạc không lên được 67w nữa ạ chỉ sạc chậm em cần được bảo hành, ,hiện tại máy em đang gặp tình trạng sạc không lên được 67w nữa ạ chỉ sạc chậm em cần được bảo hành,hiện_tại máy em đang gặp tình_trạng sạc không lên được 67w nữa ạ chỉ sạc chậm em cần được bảo_hành
Máy mới mua nhưng không thể sử dụng ứng dụng vneid các ứng dụng khác không có tiếng việt, ,máy mới mua nhưng không thể sử dụng ứng dụng vneid các ứng dụng khác không có tiếng việt,máy mới mua nhưng không_thể sử_dụng ứng_dụng vneid các ứng_dụng khác không có tiếng việt
"Máy nóng rất tệ ,call cideo như muốn nổ,đang nt zalo cái tắt nguồn,nhanh hết pin nữa đem ra thì bảo gửi về hãng ktra bấm không thâyd nóng hay gì còn ktra bán hàng kiểu này chắc không có lại lần t2", ,máy nóng rất tệ call cideo như muốn nổđang nt zalo cái tắt nguồnnhanh hết pin nữa đem ra thì bảo gửi về hãng ktra bấm không thâyd nóng hay gì còn ktra bán hàng kiểu này chắc không có lại lần t2,máy nóng rất tệ call cideo như muốn nổđang nt zalo cái tắt nguồnnhanh hết pin nữa đem ra thì bảo gửi về hãng ktra bấm không thâyd nóng hay gì còn ktra bán hàng kiểu này chắc không có lại lần t2
"Máy mua 01/5/2024 tại tgdd 325 điện biên phủ đà nẵng. Sạc 2 lần, thời gian sạc đầy 100% mất 2 giờ 30 phút y. Máy gọi zalo báo lỗi micro liên tục 5 lần. Thấy nản. Bỏ tiền nhiều mà áp lực dễ sợ", ,máy mua 0152024 tại tgdd 325 điện biên phủ đà nẵng sạc 2 lần thời gian sạc đầy 100 mất 2 giờ 30 phút y máy gọi zalo báo lỗi micro liên tục 5 lần thấy nản bỏ tiền nhiều mà áp lực dễ sợ,máy mua 0152024 tại tgdd 325 điện_biên_phủ đà_nẵng sạc 2 lần thời_gian sạc đầy 100 mất 2 giờ 30 phút y máy gọi zalo báo lỗi micro liên_tục 5 lần thấy nản bỏ tiền nhiều mà áp_lực dễ_sợ
"mua 14/2/2024 nay là 4/5/2024, pin còn 99%.Trước chưa cập nhật lên ios 17 thì dùng đt nóng máy, sạc k nóng. Bây giờ trừ khi k cầm lên dùng thì mới k nóng, chứ sạc nóng đến nỗi bật quạt cho máy k sợ nổ. và 1 cái nữa, loa trong bị rè, khi gọi thoại xong,ng kia tắt máy nó sẽ tút tút nhưng cái mình đang dùng thì nó rè rè rất khó chịu.Đúng ra phải ngoi lên đánh giá từ trước nhưng mình bận, với ít dùng nên chưa cảm nhận sâu. Với giờ ít gọi thoại toàn zalo, mess nên mình k chú ý nhiều, giờ mới bàng hoàng phát hiện ra. Mong các bạn xử lý nhanh giúp k lại hết thời gian bảo hành.", ,mua 1422024 nay là 452024 pin còn 99trước chưa cập nhật lên ios 17 thì dùng đt nóng máy sạc k nóng bây giờ trừ khi k cầm lên dùng thì mới k nóng chứ sạc nóng đến nỗi bật quạt cho máy k sợ nổ và 1 cái nữa loa trong bị rè khi gọi thoại xongng kia tắt máy nó sẽ tút tút nhưng cái mình đang dùng thì nó rè rè rất khó chịuđúng ra phải ngoi lên đánh giá từ trước nhưng mình bận với ít dùng nên chưa cảm nhận sâu với giờ ít gọi thoại toàn zalo mess nên mình k chú ý nhiều giờ mới bàng hoàng phát hiện ra mong các bạn xử lý nhanh giúp k lại hết thời gian bảo hành,mua 1422024 nay là 452024 pin còn 99trước chưa cập_nhật lên ios 17 thì dùng đt nóng máy sạc k nóng bây_giờ trừ khi k cầm lên dùng thì mới k nóng chứ sạc nóng đến_nỗi bật quạt cho máy k sợ nổ và 1 cái nữa loa trong bị rè khi gọi thoại xongng kia tắt máy nó sẽ tút tút nhưng cái mình đang dùng thì nó rè rè rất khó chịuđúng ra phải ngoi lên đánh_giá từ trước nhưng mình bận với ít dùng nên chưa cảm_nhận sâu với giờ ít gọi thoại toàn zalo mess nên mình k chú_ý nhiều giờ mới bàng_hoàng phát_hiện ra mong các bạn xử_lý nhanh giúp k lại hết thời_gian bảo_hành
Máy quá tệ tét cất cả ứng dụng đều ko bằng vivo v23e, ,máy quá tệ tét cất cả ứng dụng đều ko bằng vivo v23e,máy quá tệ tét cất cả ứng_dụng đều ko bằng vivo v23e
Chất lượng dịch vụ của thế giới Di Động và bách hóa xanh không tốt . Thái độ xem thường khách hàng ., ,chất lượng dịch vụ của thế giới di động và bách hóa xanh không tốt thái độ xem thường khách hàng,chất_lượng dịch_vụ của thế_giới di_động và bách_hoá xanh không tốt thái_độ xem_thường khách_hàng
"Mua được 1 tháng lỗi chập chờn nói người khác không nghe , bảo hàng tận 56 ngày mới trả máy , dùng được 2 ngày thì lỗi lại tới TGDD thì bảo mang đi BH lại . Thôi đi sửa ngoài cho lành chứ bh tận 2 tháng thì ối dồi ơi", ,mua được 1 tháng lỗi chập chờn nói người khác không nghe bảo hàng tận 56 ngày mới trả máy dùng được 2 ngày thì lỗi lại tới tgdd thì bảo mang đi bh lại thôi đi sửa ngoài cho lành chứ bh tận 2 tháng thì ối dồi ơi,mua được 1 tháng lỗi chập_chờn nói người khác không nghe bảo hàng tận 56 ngày mới trả máy dùng được 2 ngày thì lỗi lại tới tgdd thì bảo mang đi bh lại thôi đi sửa ngoài cho lành chứ bh tận 2 tháng thì ối dồi ơi
"Mh có mua đt ip 11 tại tgdd, dùng hơn 1 tháng thì bị cháy led 1 góc, nhìn là biết lỗi từ phía nhà sản xuất. Đem đi bảo hành thì nhân viên đùn đẩy trách nhiệm từ người này sang cửa hàng khác, lúc đầu báo BH 15 ngày sau lại báo 30 ngày. Sao 1 hãng lớn thông tin BH lại không thống nhất vậy. Xong lúc đầu nv báo đổi máy mới mất 10%, sau vài hôm nv lại báo mất 20% đổi máy. Chán thật sự với cách giải quyết bảo hành cho KH, giờ KH không có máy dùng thì nv báo 1 có 1 cái máy nào cho KH sử dụng trong thời gian bảo hành. Tgdd bán 1 máy lỗi cho khách giờ không có 1 chút trách nhiệm với KH, giờ lại bắt KH chịu phí đổi máy chưa kể đem máy đi BH không có 1 cái tem niêm phong nào đảm bảo không rã máy khách trong quá trình thẩm định máy , chế độ BH không có 1 chút lợi ích gì cho KH, đùn đẩy trách nhiệm thông tin BH lại không thống nhất. Thật sự mà nói trước đây mình mua mọi thứ điện thoại, điện máy đều ở đây. Sau lần này sẽ không bao giờ quay lại nữa! Yêu cầu bên phía tgdd có trách nhiệm sau khi bán sp lỗi cho KH, chứ không phải tư vấn chỉ để bán hàng, xong thì không có trách nhiệm như vậy được!", ,mh có mua đt ip 11 tại tgdd dùng hơn 1 tháng thì bị cháy led 1 góc nhìn là biết lỗi từ phía nhà sản xuất đem đi bảo hành thì nhân viên đùn đẩy trách nhiệm từ người này sang cửa hàng khác lúc đầu báo bh 15 ngày sau lại báo 30 ngày sao 1 hãng lớn thông tin bh lại không thống nhất vậy xong lúc đầu nv báo đổi máy mới mất 10 sau vài hôm nv lại báo mất 20 đổi máy chán thật sự với cách giải quyết bảo hành cho kh giờ kh không có máy dùng thì nv báo 1 có 1 cái máy nào cho kh sử dụng trong thời gian bảo hành tgdd bán 1 máy lỗi cho khách giờ không có 1 chút trách nhiệm với kh giờ lại bắt kh chịu phí đổi máy chưa kể đem máy đi bh không có 1 cái tem niêm phong nào đảm bảo không rã máy khách trong quá trình thẩm định máy chế độ bh không có 1 chút lợi ích gì cho kh đùn đẩy trách nhiệm thông tin bh lại không thống nhất thật sự mà nói trước đây mình mua mọi thứ điện thoại điện máy đều ở đây sau lần này sẽ không bao giờ quay lại nữa yêu cầu bên phía tgdd có trách nhiệm sau khi bán sp lỗi cho kh chứ không phải tư vấn chỉ để bán hàng xong thì không có trách nhiệm như vậy được,mh có mua đt ip 11 tại tgdd dùng hơn 1 tháng thì bị cháy led 1 góc nhìn là biết lỗi từ phía nhà_sản_xuất đem đi bảo_hành thì nhân_viên đùn_đẩy trách_nhiệm từ người này sang cửa_hàng khác lúc đầu báo bh 15 ngày sau lại báo 30 ngày sao 1 hãng lớn thông_tin bh lại không thống_nhất vậy xong lúc đầu nv báo đổi máy mới mất 10 sau vài hôm nv lại báo mất 20 đổi máy chán thật_sự với cách giải_quyết bảo_hành cho kh giờ kh không có máy dùng thì nv báo 1 có 1 cái máy nào cho kh sử_dụng trong thời_gian bảo_hành tgdd bán 1 máy lỗi cho khách giờ không có 1 chút trách_nhiệm với kh giờ lại bắt kh chịu phí đổi máy chưa kể đem máy đi bh không có 1 cái tem niêm_phong nào đảm_bảo không rã máy_khách trong quá_trình thẩm_định máy chế_độ bh không có 1 chút lợi_ích gì cho kh đùn_đẩy trách_nhiệm thông_tin bh lại không thống_nhất thật_sự mà nói trước_đây mình mua mọi thứ điện_thoại điện_máy đều ở đây sau lần này sẽ không bao_giờ quay lại nữa yêu_cầu bên phía tgdd có trách_nhiệm sau khi bán sp lỗi cho kh chứ không phải tư_vấn chỉ để bán hàng xong thì không có trách_nhiệm như_vậy được
"Bực mình ,mua mới 31tr990 mà chưa dc tháng đt thì bên phía kia k nghe rõ ,xong đem sửa thì nói là bình thường ,đem về đt ai mở loa cũng nghe k rõ hết bực mình ghê", ,bực mình mua mới 31tr990 mà chưa dc tháng đt thì bên phía kia k nghe rõ xong đem sửa thì nói là bình thường đem về đt ai mở loa cũng nghe k rõ hết bực mình ghê,bực_mình mua mới 31tr990 mà chưa dc tháng đt thì bên phía kia k nghe rõ xong đem sửa thì nói là bình_thường đem về đt ai mở loa cũng nghe k rõ hết bực_mình ghê
"Mới mua chưa được 1 tháng , chỉ lướt tik tok , fb dùng wf mà máy nóng như muốn nổ . Pin thì sạc 80% lại dừng đợi hơn tiếng mới đủ 100% . Mau hao pin . Màn hình đôi lúc bị lỗi", ,mới mua chưa được 1 tháng chỉ lướt tik tok fb dùng wf mà máy nóng như muốn nổ pin thì sạc 80 lại dừng đợi hơn tiếng mới đủ 100 mau hao pin màn hình đôi lúc bị lỗi,mới mua chưa được 1 tháng chỉ lướt tik tok fb dùng wf mà máy nóng như muốn nổ pin thì sạc 80 lại dừng đợi hơn tiếng mới đủ 100 mau hao pin màn_hình đôi_lúc bị lỗi
"Máy nhanh nóng,mạng lag,pin nhanh hết,camera mờ và xuống cấp, nhân viên tư vấn và tổng đài hỗ trợ kém. Khi mua tôi không được tư vẫn kỹ, đừng ai tin nhân viên khi tới mua hàng kẻo bị lừa như tôi. Sử dụng 4 tháng 4 ngày quá tệ và rất tệ.", ,máy nhanh nóngmạng lagpin nhanh hếtcamera mờ và xuống cấp nhân viên tư vấn và tổng đài hỗ trợ kém khi mua tôi không được tư vẫn kỹ đừng ai tin nhân viên khi tới mua hàng kẻo bị lừa như tôi sử dụng 4 tháng 4 ngày quá tệ và rất tệ,máy nhanh nóngmạng lagpin nhanh hếtcamera mờ và xuống_cấp nhân_viên tư_vấn và tổng_đài hỗ_trợ kém khi mua tôi không được tư vẫn kỹ đừng ai tin nhân_viên khi tới mua hàng kẻo bị lừa như tôi sử_dụng 4 tháng 4 ngày quá tệ và rất tệ
"Một sự cải tiến thụt lùi của apple. Camera nâng cấp dử lắm mà giờ iphone 15 pro max chụp ảnh gần phải dùng cam thường. Camera bên thứ 3 như zalo, facebook, app ngân hàng chụp gần bị mờ không thấy gì. Giờ quét mã qr để chuyển khoản phải đứng thật xa ra rồi zoom lên chứ đứng gần mờ tịt không thấy gì. Mình hay chụp bill gửi zalo cho khách nên các máy cũ như ip11, ip12 prm chụp bình thường, ip15 prm mới mua phải chụp xa ra rồi thêm 1 bước cắt bỏ phần thừa. Điện thoại mình hay để lên đế rồi đưa qr vài quét để ck, gioè phẩm cầm đt lên để đưa xa mã, hoặc chồm người ra xa cho xa ra mới quét được. Thật sự tệ", ,một sự cải tiến thụt lùi của apple camera nâng cấp dử lắm mà giờ iphone 15 pro max chụp ảnh gần phải dùng cam thường camera bên thứ 3 như zalo facebook app ngân hàng chụp gần bị mờ không thấy gì giờ quét mã qr để chuyển khoản phải đứng thật xa ra rồi zoom lên chứ đứng gần mờ tịt không thấy gì mình hay chụp bill gửi zalo cho khách nên các máy cũ như ip11 ip12 prm chụp bình thường ip15 prm mới mua phải chụp xa ra rồi thêm 1 bước cắt bỏ phần thừa điện thoại mình hay để lên đế rồi đưa qr vài quét để ck gioè phẩm cầm đt lên để đưa xa mã hoặc chồm người ra xa cho xa ra mới quét được thật sự tệ,một sự cải_tiến thụt_lùi của apple camera nâng_cấp dử lắm mà giờ iphone 15 pro max chụp ảnh gần phải dùng cam thường camera bên thứ 3 như zalo facebook app ngân_hàng chụp gần bị mờ không thấy gì giờ quét mã qr để chuyển_khoản phải đứng thật xa ra rồi zoom lên chứ đứng gần mờ tịt không thấy gì mình hay chụp bill gửi zalo cho khách nên các máy cũ như ip11 ip12 prm chụp bình_thường ip15 prm mới mua phải chụp xa ra rồi thêm 1 bước cắt bỏ phần thừa điện_thoại mình hay để lên đế rồi đưa qr vài quét để ck gioè phẩm cầm đt lên để đưa xa mã hoặc chồm người ra xa cho xa ra mới quét được thật_sự tệ
